continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,city_zipCode,updateTime
亚洲,Asia,也门共和国,NA,也门共和国,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,马尔代夫,Maldives,马尔代夫,Maldives,953004,52,0,16,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,莫桑比克,Mozambique,莫桑比克,Mozambique,984008,39,0,8,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,布基纳法索,Burkina Faso,布基纳法索,Burkina Faso,982002,576,0,338,36,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,日本,Japan,日本,Japan,951002,10807,0,1069,238,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,越南,Vietnam,越南,Vietnam,952011,268,0,169,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,伯利兹,Belize,伯利兹,Belize,972001,18,0,0,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,塞内加尔,Senegal,塞内加尔,Senegal,982014,367,0,220,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,965013,6504,0,753,129,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,埃及,Egypt,埃及,Egypt,981002,3144,0,732,239,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,波多黎各,Puerto Rico,波多黎各,Puerto Rico,0,1118,0,0,60,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,尼加拉瓜,Nicaragua,尼加拉瓜,Nicaragua,972006,9,0,0,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,摩纳哥,Monaco,摩纳哥,Monaco,961005,98,0,3,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,加纳,Ghana,加纳,Ghana,982006,1042,0,99,9,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,列支敦士登,Liechtenstein,列支敦士登,Liechtenstein,963005,82,0,0,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
大洋洲,Oceania,新喀里多尼亚,NA,新喀里多尼亚,NA,0,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,马耳他,Malta,马耳他,Malta,965019,426,0,44,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,马达加斯加,Madagascar,马达加斯加,Madagascar,984005,120,0,35,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,瑞士,Switzerland,瑞士,Switzerland,963008,27469,0,17800,1393,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,冈比亚,Gambia,冈比亚,Gambia,982005,9,0,2,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,蒙古,Mongolia,蒙古,Mongolia,0,32,0,5,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,974012,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,百慕大,NA,百慕大,NA,0,83,0,0,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,突尼斯,Tunisia,突尼斯,Tunisia,981006,879,0,0,38,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,卢森堡,Luxembourg,卢森堡,Luxembourg,961004,3550,0,241,73,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,赤道几内亚,The Republic of Equatorial Guinea,赤道几内亚,The Republic of Equatorial Guinea,0,79,0,4,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,赞比亚共和国,NA,赞比亚共和国,NA,0,61,0,33,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,乌拉圭,Uruguay,乌拉圭,Uruguay,973011,528,0,298,10,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,索马里,Somali,索马里,Somali,985008,135,0,2,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
其他,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,0,712,0,574,13,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,圣皮埃尔和密克隆群岛,NA,圣皮埃尔和密克隆群岛,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,尼日尔,Niger,尼日尔,Niger,982011,639,0,113,19,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,多米尼加,Dominican Republic,多米尼加,Dominican Republic,974006,4335,0,0,217,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,洪都拉斯,Honduras,洪都拉斯,Honduras,972005,457,0,0,46,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,波兰,Poland,波兰,Poland,963006,9287,0,1040,360,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,塞拉利昂,Sierra Leone,塞拉利昂,Sierra Leone,982015,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,法罗群岛,Faroe,法罗群岛,Faroe,0,184,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,德国,Germany,德国,Germany,963003,141672,0,91500,4404,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,肯尼亚,Kenya,肯尼亚,Kenya,985005,270,0,67,14,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,乍得,Chad,乍得,Chad,982003,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,格陵兰,NA,格陵兰,NA,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,古巴,Cuba,古巴,Cuba,974004,986,0,0,32,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,圣马丁岛,Sint Maarten,圣马丁岛,Sint Maarten,0,37,0,0,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,吉布提,Djibouti,吉布提,Djibouti,985002,846,0,102,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,圣卢西亚,St.Lucia,圣卢西亚,St.Lucia,974011,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,贝宁,Benin,贝宁,Benin,982001,37,0,18,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,中非共和国,Central African Republic,中非共和国,Central African Republic,983002,12,0,10,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,983001,1016,0,305,42,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,乌干达,Uganda,乌干达,Uganda,985010,55,0,28,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,叙利亚,Syria,叙利亚,Syria,955017,39,0,5,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,安提瓜和巴布达,Antigua and Barbuda,安提瓜和巴布达,Antigua and Barbuda,974001,23,0,0,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,荷兰,Netherlands,荷兰,Netherlands,961006,32655,0,291,3684,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,圣其茨和尼维斯,NA,圣其茨和尼维斯,NA,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,纳米比亚,Namibia,纳米比亚,Namibia,984009,16,0,3,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,开曼群岛,Cayman Is,开曼群岛,Cayman Is,0,61,0,0,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,塞舌尔,Seychelles,塞舌尔,Seychelles,985007,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,加拿大,Canada,加拿大,Canada,971001,35056,0,11843,1587,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,圭亚那,Guyana,圭亚那,Guyana,973007,65,0,9,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,瓜德罗普岛,NA,瓜德罗普岛,NA,0,145,0,0,11,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,厄立特里亚,NA,厄立特里亚,NA,985003,39,0,3,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,境外输入,NA,50,2,32,0,0,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,温州,Wenzhou,504,0,503,1,330300,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,杭州,Hangzhou,181,0,181,0,330100,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,宁波,Ningbo,157,0,157,0,330200,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,台州,Taizhou,146,0,146,0,331000,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,金华,Jinhua,55,0,55,0,330700,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,嘉兴,Jiaxing,46,0,46,0,330400,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,绍兴,Shaoxing,42,0,42,0,330600,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,省十里丰监狱,Shilifeng Prison,36,0,36,0,0,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,丽水,Lishui,17,0,17,0,331100,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,衢州,Quzhou,14,0,14,0,330800,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,湖州,Huzhou,10,0,10,0,330500,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,浙江省,Zhejiang,330000,1268,3,1249,1,舟山,Zhoushan,10,0,10,0,330900,2020-04-20T01:57:48Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,武汉,Wuhan,50333,0,46359,3869,420100,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,孝感,Xiaogan,3518,0,3389,129,420900,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,黄冈,Huanggang,2907,0,2782,125,421100,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,荆州,Jingzhou,1580,0,1528,52,421000,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,鄂州,Ezhou,1394,0,1335,59,420700,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,随州,Suizhou,1307,0,1262,45,421300,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,襄阳,Xiangyang,1175,0,1135,40,420600,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,黄石,Huangshi,1015,0,976,39,420200,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,宜昌,Yichang,931,0,894,37,420500,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,荆门,Jingmen,928,0,887,41,420800,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,咸宁,Xianning,836,0,821,15,421200,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,十堰,Shiyan,672,0,664,8,420300,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,仙桃,Xiantao,575,0,553,22,429004,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,天门,Tianmen,496,0,481,15,429006,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,恩施州,Enshi Tujia and Miao Autonomous Prefecture,252,0,245,7,422800,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,潜江,Qianjiang,198,0,189,9,429005,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,湖北省,Hubei,420000,68128,0,63511,4512,神农架林区,Shennongjia,11,0,11,0,429021,2020-04-20T01:51:43Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,广州,Guangzhou,500,4,463,1,440100,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,深圳,Shenzhen,461,1,431,3,440300,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,佛山,Foshan,98,1,86,0,440600,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,揭阳,Jieyang,11,0,8,0,445200,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,珠海,Zhuhai,103,1,100,1,440400,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,中山,Zhongshan,69,0,68,0,442000,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,湛江,Zhanjiang,24,2,23,0,440800,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,肇庆,Zhaoqing,20,0,18,1,441200,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,梅州,Meizhou,17,0,16,0,441400,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,潮州,Chaozhou,6,0,5,0,445100,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,河源,Heyuan,5,0,4,0,441600,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,东莞,Dongguan,100,0,99,1,441900,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,惠州,Huizhou,62,0,62,0,441300,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,汕头,Shantou,26,0,26,0,440500,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,江门,Jiangmen,24,0,24,0,440700,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,阳江,Yangjiang,14,0,14,0,441700,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,茂名,Maoming,14,0,14,0,440900,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,清远,Qingyuan,12,0,12,0,441800,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,韶关,Shaoguan,10,0,9,1,440200,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,汕尾,Shanwei,5,0,5,0,441500,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,广东省,Guangdong,440000,1581,11,1494,8,待明确地区,Area not defined,0,0,7,0,0,2020-04-20T01:42:35Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,朝阳区,Chaoyang District,75,0,0,0,110105,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,境外输入,NA,174,3,109,0,0,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,海淀区,Haidian District,64,0,0,0,110108,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,西城区,Xicheng District,53,0,0,0,110102,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,丰台区,Fengtai District,43,0,3,0,110106,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,大兴区,Daxing District,39,0,16,0,110115,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,外地来京,NA,25,0,2,0,0,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,昌平区,Changping District,29,0,10,0,110114,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,通州区,Tongzhou District,19,0,1,0,110112,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,房山区,Fangshan District,16,0,3,0,110111,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,东城区,Dongcheng District,14,0,1,0,110101,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,怀柔区,Huairou District,7,0,0,0,110116,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,密云区,Miyun District,7,0,0,0,110118,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,石景山区,Shijingshan District,14,0,9,0,110107,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,门头沟区,Mentougou District,3,0,2,0,110109,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,延庆区,Yanqing District,1,0,0,0,110119,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,顺义区,Shunyi District,10,0,10,0,110113,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,北京市,Beijing,110000,593,164,514,8,待明确地区,Area not defined,0,0,348,8,0,2020-04-20T01:38:31Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,境外输入人员,NA,118,34,30,0,0,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,呼伦贝尔,Hulunbuir,8,0,7,0,150700,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,鄂尔多斯,Ordos,11,0,11,0,150600,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,包头,Baotou,11,0,11,0,150200,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,赤峰,Chifeng,9,0,9,0,150400,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,锡林郭勒盟,Linguolexi,9,0,9,0,152500,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,巴彦淖尔,Bayannur,8,0,7,1,150800,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,呼和浩特,Hohhot,7,0,7,0,150100,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,通辽,Tongliao,7,0,7,0,150500,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,乌兰察布,Ulanqab,3,0,3,0,150900,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,乌海市,Wuhai,2,0,2,0,150300,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,内蒙古自治区,Neimenggu,150000,194,34,104,1,兴安盟,Xinganmeng,1,0,1,0,152200,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,大连,Dalian,18,0,17,0,210200,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,抚顺,Fushun,1,0,0,0,210400,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,沈阳,Shenyang,28,0,28,0,210100,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,境外输入,NA,21,0,21,0,0,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,锦州,Jinzhou,12,0,12,0,210700,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,葫芦岛,Huludao,12,0,11,1,211400,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,丹东,Dandong,11,0,11,0,210600,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,盘锦,Panjin,11,0,11,0,211100,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,阜新,Fuxin,8,0,8,0,210900,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,铁岭,Tieling,7,0,7,0,211200,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,朝阳,Chaoyang,6,0,5,1,211300,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,鞍山,Anshan,4,0,4,0,210300,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,本溪,Benxi,3,0,3,0,210500,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,辽阳,Liaoyang,3,0,3,0,211000,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,营口,Yingkou,1,0,1,0,210800,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,辽宁省,Liaoning,210000,146,0,143,2,待明确地区,Area not defined,0,0,1,0,0,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,境外输入,NA,10,0,5,0,0,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,唐山,Tangshan,58,0,57,1,130200,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,沧州,Cangzhou,48,0,45,3,130900,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,张家口,Zhangjiakou,41,0,41,0,130700,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,保定,Baoding,32,0,32,0,130600,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,邯郸,Handan,32,0,32,0,130400,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,廊坊,Langfang,30,0,30,0,131000,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,石家庄,Shijiazhuang,29,0,29,0,130100,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,邢台,Xingtai,23,0,22,1,130500,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,秦皇岛,Qinhuangdao,10,0,9,1,130300,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,衡水,Hengshui,8,0,8,0,131100,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,河北省,Hebei,130000,328,0,317,6,承德,Chengde,7,0,7,0,130800,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,境外输入,NA,381,34,2,0,0,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,哈尔滨,Harbin,238,8,195,4,230100,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,牡丹江,Mudanjiang,17,0,15,0,231000,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,双鸭山,Shuangyashan,52,0,49,3,230500,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,绥化,Suihua,47,0,43,4,231200,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,鸡西,Jixi,46,0,46,0,230300,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,齐齐哈尔,Qiqihar,43,0,42,1,230200,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,大庆,Daqing,26,0,25,1,230600,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,七台河,Qitaihe,17,0,17,0,230900,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,佳木斯,Jiamusi,15,0,15,0,230800,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,黑河,Heihe,14,0,14,0,231100,2020-04-20T01:20:14Z
亚洲,Asia,中国,China,黑龙江省,Heilongjiang,230000,905,42,472,13,鹤岗,Hegang,5,0,5,0,230400,2020-04-20T01:20:14Z
